Name,Gender,Origin
Petras,m,Lithuanian
Petre,m,"Georgian, Macedonian, Romanian"
Petri,m,"Basque, Finnish"
Petrică,m,Romanian
Petrina,f,English (Rare)
Petro,m,"Esperanto, Ukrainian"
Petrona,f,Spanish
Petronel,f,English (Archaic)
Petronela,f,"Polish, Romanian, Slovak"
Petronella,f,"Dutch, Swedish"
Petronia,f,Ancient Roman
Petronilla,f,"Italian, Late Roman"
Petronius,m,Ancient Roman
Petros,m,"Armenian, Biblical Greek, Greek"
Petru,m,"Corsican, Old Church Slavic, Romanian"
Petruccio,m,Medieval Italian
Petrus,m,"Biblical Latin, Dutch, German (Rare)"
Petter,m,"Norwegian, Swedish"
Petteri,m,Finnish
Petula,f,English (Rare)
Petunia,f,English (Rare)
Petur,m,Faroese
Petya,"m, f","Bulgarian, Russian"
Peyton,"m, f",English
Phaedra,f,Greek Mythology (Latinized)
Phaedrus,m,Ancient Greek (Latinized)
Phaenna,f,Greek Mythology
Phaidra,f,Greek Mythology
Phaidros,m,Ancient Greek
Phanouel,m,Biblical Greek
Phanuel,m,"Biblical, Judeo-Christian Legend"
Phanuhel,m,Biblical Latin
Pharamond,m,"French (Rare), Literature"
Phares,m,"Biblical Greek, Biblical Latin"
Pharez,m,Biblical
Phebe,f,"Biblical, English"
Phelan,m,Irish
Phelim,m,Irish
Phelix,m,Biblical Greek
Phemie,f,English (Rare)
Pheobe,f,English
Pherenike,f,Ancient Greek
Pherick,m,Manx
Phestos,m,Biblical Greek
Phil,m,English
Philadelphia,f,English (Rare)
Philander,m,"English (Archaic), Greek Mythology (Latinized)"
Philandros,m,"Ancient Greek, Greek Mythology"
Philbert,m,French (Rare)
Phile,f,Ancient Greek
Philemon,m,"Biblical, Biblical Greek, Biblical Latin"
Philetos,m,Biblical Greek
Philetus,m,"Biblical, Biblical Latin"
Philibert,m,French
Philip,m,"Biblical, Danish, Dutch, English, Norwegian, Swedish"
Philipa,f,English (Rare)
Philipp,m,German
Philippa,f,"English (British), German"
Philippe,m,French
Philippina,f,German (Rare)
Philippine,f,French
Philippos,m,"Ancient Greek, Biblical Greek"
Philippus,m,Biblical Latin
Philis,f,English (Rare)
Phillida,f,English (Rare)
Phillip,m,English
Phillipa,f,English (Rare)
Phillis,f,English
Philo,m,Ancient Greek (Latinized)
Philokrates,m,Ancient Greek
Philomel,f,Literature
Philomela,f,Greek Mythology
Philomena,f,"English, German, Late Greek"
Philomène,f,French
Philon,m,Ancient Greek
Philotheos,m,Ancient Greek
Phineas,m,Biblical
Phinees,m,Biblical Greek
Phinehas,m,Biblical
Phirun,m,Khmer
Phobos,m,Greek Mythology
Phocas,m,Ancient Greek (Latinized)
Phoebe,f,"Biblical, Biblical Latin, English, Greek Mythology (Latinized)"
Phoebus,m,Greek Mythology (Latinized)
Phoenix,"m, f",English (Modern)
Phoibe,f,"Ancient Greek, Biblical Greek, Greek Mythology"
Phoibos,m,"Ancient Greek, Greek Mythology"
Phokas,m,Ancient Greek
Photina,f,Ancient Greek (Latinized)
Photine,f,Ancient Greek
Photios,m,"Ancient Greek, Greek"
Phrixos,m,Greek Mythology
Phrixus,m,Greek Mythology (Latinized)
Phunihel,m,Biblical Latin
Phuntso,"m, f",Bhutanese
Phuntsok,"m, f",Tibetan
Phyliss,f,English
Phyllida,f,English (Rare)
Phyllis,f,"English, German, Greek Mythology"
Phúc,"m, f",Vietnamese
Phương,f,Vietnamese
Phượng,f,Vietnamese
Pia,f,"Danish, German, Italian, Late Roman, Norwegian, Slovene, Swedish"
Piaras,m,Irish
Pich,"m, f",Khmer
Piedad,f,Spanish
Pier,m,"Dutch, Italian"
Piera,f,Italian
Pierce,m,English
Pierina,f,Italian
Pierino,m,Italian
Piero,m,Italian
Pierre,m,"French, Swedish"
Pierrette,f,French
Pierrick,m,"Breton, French"
Piers,m,"English (British), Medieval French"
Piet,m,Dutch
Pietari,m,Finnish
Pieter,m,Dutch
Pietra,f,Italian
Pietrina,f,Italian
Pietro,m,Italian
Pietronella,f,Dutch
Piety,f,English (Rare)
Pihla,f,Finnish
Piia,f,"Estonian, Finnish"
Pika,m,Hawaiian
Pilar,f,Spanish
Pili,f,Spanish
Pilib,m,Irish
Pilirani,"m, f","Chewa, Southern African"
Piloqutinnguaq,f,"Greenlandic, Native American"
Pilvi,f,Finnish
Pilypas,m,Lithuanian
Pim,m,Dutch
Pina,f,Italian
Pinar,f,Turkish
Pinchas,m,"Biblical Hebrew, Hebrew"
Ping,"m, f",Chinese
Pinja,f,Finnish
Pino,m,Italian
Pio,m,"Italian, Portuguese"
Piotr,m,Polish
Pip,m,English
Pipaluk,f,"Greenlandic, Native American"
Piper,f,English (Modern)
Pipin,m,Ancient Germanic
Pippa,f,English
Pippin,m,"Ancient Germanic, Literature"
Pipra,f,Esperanto
Piran,m,Cornish
Piri,f,Hungarian
Piripi,m,Maori
Piritta,f,Finnish
Pirjo,f,Finnish
Pirkko,f,Finnish
Pirooz,m,Persian
Piroska,f,Hungarian
Pirouz,m,Persian
Piruz,m,Persian
Pista,m,Hungarian
Pisti,m,Hungarian
Pistis,f,Greek Mythology
Pit,m,Limburgish
Pitambar,m,"Hindi, Indian"
Pitambara,m,Hinduism
Pitter,m,"Frisian, Limburgish"
Pius,m,Late Roman
Pjetër,m,Albanian
Placid,m,English (Rare)
Placida,f,"Italian, Late Roman"
Placide,"m, f",French
Placido,m,Italian
Placidus,m,Late Roman
Plamen,m,"Bulgarian, Serbian"
Plato,m,Ancient Greek (Latinized)
Platon,m,"Ancient Greek, Greek, Russian"
Pleasance,f,English (Archaic)
Plinio,m,"Italian, Spanish"
Plinius,m,Ancient Roman
Pliny,m,History
Ploutarchos,m,Ancient Greek
Plouton,m,Greek Mythology
Plutarch,m,History
Pluto,m,"Greek Mythology (Latinized), Roman Mythology"
Plácido,m,"Portuguese, Spanish"
Plínio,m,Portuguese
Pocahontas,f,"Algonquin, History, Native American"
Poghos,m,Armenian
Pol,m,Catalan
Pola,f,Polish
Polat,m,Turkish
Poldi,m,German
Polina,f,"Bulgarian, Russian, Ukrainian"
Pollie,f,English
Pollux,m,Roman Mythology
Polly,f,English
Pollyanna,f,Literature
Polona,f,Slovene
Polya,f,Bulgarian
Polycarp,m,Ancient Greek (Anglicized)
Polydeukes,m,Greek Mythology
Polyhymnia,f,Greek Mythology (Latinized)
Polykarpos,m,Ancient Greek
Polymnia,f,Greek Mythology
Polyxena,f,Greek Mythology (Latinized)
Polyxene,f,Greek Mythology
Polyxeni,f,Greek
Pomona,f,Roman Mythology
Pompeius,m,Ancient Roman
Pompeo,m,Italian
Pompey,m,History
Pompiliu,m,Romanian
Pompilius,m,Ancient Roman
Pomponia,f,Ancient Roman
Pomponius,m,Ancient Roman
Poncio,m,Spanish
Pons,m,French (Rare)
Pontius,m,"Ancient Roman, Biblical, Biblical Latin"
Pontus,m,"Danish, Norwegian, Swedish"
Ponzio,m,Italian
Pooja,f,"Bengali, Gujarati, Hindi, Indian, Kannada, Malayalam, Marathi, Nepali, Punjabi, Tamil, Telugu"
Poornima,f,"Hindi, Indian, Kannada, Marathi, Tamil"
Poppy,f,English (British)
Porcia,f,Ancient Roman
Porcius,m,Ancient Roman
Porfirio,m,"Italian, Spanish"
Porntip,f,Thai
Porphyrios,m,Ancient Greek
Porsche,f,English (Modern)
Porter,m,English
Portia,f,English
Poseidon,m,Greek Mythology
Posie,f,English
Posy,f,English
Poul,m,Danish
Prabhakar,m,"Hindi, Indian, Kannada, Marathi, Tamil, Telugu"
Prabhakara,m,Hinduism
Prabhat,m,"Hindi, Indian"
Prabhu,m,"Hinduism, Indian, Kannada, Tamil"
Prabodh,m,"Hindi, Indian"
Prachi,f,"Gujarati, Hindi, Indian, Marathi"
Pradeep,m,"Bengali, Hindi, Indian, Kannada, Malayalam, Marathi, Nepali, Tamil, Telugu"
Pradip,m,"Bengali, Hindi, Indian, Kannada, Malayalam, Marathi, Nepali, Tamil, Telugu"
Praise,f,English (Rare)
Prakash,m,"Bengali, Gujarati, Hindi, Indian, Kannada, Malayalam, Marathi, Nepali, Odia, Tamil, Telugu"
Pramod,m,"Hindi, Indian, Kannada, Marathi"
Pramoda,m,Hinduism
Pran,m,"Hindi, Indian"
Pranav,m,"Gujarati, Hindi, Indian, Marathi"
Pranay,m,"Hindi, Indian, Marathi"
Pranciškus,m,Lithuanian
Pranvera,f,Albanian
Prasad,m,"Bengali, Hindi, Indian, Kannada, Malayalam, Marathi, Nepali, Odia, Tamil, Telugu"
Prasanna,m,"Hindi, Indian, Kannada, Odia, Tamil, Telugu"
Prasenjit,m,Bengali
Prasert,m,Thai
Praskoviya,f,Russian
Praskovya,f,Russian
Pratap,m,"Hindi, Indian, Marathi"
Prateek,m,"Bengali, Gujarati, Hindi, Indian, Marathi"
Pratibha,f,"Hindi, Indian, Marathi"
Pratik,m,"Bengali, Gujarati, Hindi, Indian, Marathi"
Pratima,f,"Hindi, Indian, Marathi"
Praveen,m,"Gujarati, Hindi, Indian, Kannada, Malayalam, Marathi, Tamil, Telugu"
Praveena,f,"Indian, Kannada, Malayalam, Marathi, Tamil, Telugu"
Pravin,m,"Gujarati, Hindi, Indian, Kannada, Malayalam, Marathi, Tamil, Telugu"
Pravina,f,"Indian, Marathi, Tamil"
Praxis,f,Greek Mythology
Praxiteles,m,Ancient Greek
Preben,m,"Danish, Norwegian"
Precious,f,English (Modern)
Predrag,m,"Croatian, Serbian"
Preecha,m,Thai
Preethi,f,"Indian, Kannada, Tamil"
Preeti,f,"Gujarati, Hindi, Indian, Marathi"
Prem,m,"Hindi, Indian, Kannada, Malayalam, Marathi, Nepali, Tamil, Telugu"
Prema,f,"Hindi, Indian, Kannada, Marathi, Tamil"
Premislav,m,Medieval Slavic (Hypothetical)
Premysl,m,Medieval Slavic (Hypothetical)
Presley,"m, f",English
Preston,m,English
Priam,m,Greek Mythology (Anglicized)
Priamos,m,Greek Mythology
Price,m,Welsh
Pridbjørn,m,Old Danish
Pridbor,m,Medieval Slavic
Pridon,m,Georgian
Pridoni,m,Georgian
Priidik,m,Estonian
Priit,m,Estonian
Priita,f,Finnish
Primitiva,f,"Late Roman, Spanish"
Primitivo,m,Spanish
Primitivus,m,Late Roman
Primo,m,Italian
Primož,m,Slovene
Primrose,f,English (Rare)
Primula,f,English (Rare)
Primus,m,Late Roman
Prince,m,English
Princess,f,English (Modern)
Pris,f,English
Prisca,f,"Ancient Roman, Biblical, Biblical Latin, Dutch"
Priscila,f,"Portuguese, Spanish"
Priscilla,f,"Ancient Roman, Biblical, Biblical Latin, English, French, Italian"
Priscille,f,French
Priscus,m,Ancient Roman
Priska,f,"Biblical Greek, German"
Priskilla,f,Biblical Greek
Prissy,f,English
Pritha,f,"Bengali, Hinduism"
Priti,f,"Gujarati, Hindi, Indian, Marathi"
Priya,f,"Bengali, Hindi, Hinduism, Indian, Kannada, Malayalam, Marathi, Tamil, Telugu"
Priyanka,f,"Bengali, Hindi, Indian, Kannada, Malayalam, Marathi, Tamil, Telugu"
Prochoros,m,"Ancient Greek, Biblical Greek"
Prochorus,m,"Biblical, Biblical Latin"
Proinsias,m,Irish
Prokhor,m,Russian
Prokopios,m,Ancient Greek
Prokopis,m,Greek
Prokopiy,m,Russian
Prokopy,m,Russian
Prometheus,m,Greek Mythology
Prosenjit,m,Bengali
Proserpina,f,Roman Mythology
Proserpine,f,Roman Mythology
Prosper,m,"English, French"
Prospero,m,Italian
Prosperus,m,Late Roman
Proteus,m,Greek Mythology
Pru,f,English
Prudence,"m, f","English, French"
Prudencia,f,Spanish
Prudencio,m,Spanish
Prudentia,f,Late Roman
Prudentius,m,Late Roman
Prudenzio,m,Italian
Prue,f,English
Prune,f,French
Prunella,f,English (Rare)
Pryce,m,Welsh
Pryderi,m,"Welsh, Welsh Mythology"
Przemek,m,Polish
Przemko,m,Polish
Przemo,m,Polish
Przemysł,m,Polish (Rare)
Przemysław,m,Polish
Próspero,m,Spanish (Rare)
Psyche,f,Greek Mythology
Ptah,m,Egyptian Mythology
Ptolemaios,m,Ancient Greek
Ptolemais,f,Ancient Greek
Ptolemy,m,History
Pua,f,Hawaiian
Pualani,f,Hawaiian
Puanani,f,Hawaiian
Publius,m,Ancient Roman
Puck,"m, f","Anglo-Saxon Mythology, Dutch"
Puja,f,"Bengali, Gujarati, Hindi, Indian, Kannada, Malayalam, Marathi, Nepali, Punjabi, Tamil, Telugu"
Puneet,m,"Hindi, Indian, Marathi"
Punit,m,"Hindi, Indian, Marathi"
Punita,f,"Hindi, Indian, Marathi"
Purdie,"m, f",English (Rare)
Purnama,"m, f",Indonesian
Purnima,f,"Bengali, Hindi, Indian, Kannada, Marathi, Tamil"
Purushottam,m,"Hindi, Indian, Marathi"
Purushottama,m,Hinduism
Pushpa,f,"Hindi, Indian, Kannada, Marathi, Nepali, Tamil, Telugu"
Putera,m,Malay
Puteri,f,Malay
Putra,m,Indonesian
Putri,f,Indonesian
Putu,"m, f","Balinese, Indonesian"
Pwyll,m,Welsh Mythology
Pylyp,m,Ukrainian
Pyong-ho,m,Korean
Pyotr,m,Russian
Pyrrhos,m,"Ancient Greek, Greek Mythology"
Pyrrhus,m,"Ancient Greek (Latinized), Greek Mythology (Latinized)"
Pyry,m,Finnish
Pythagoras,m,Ancient Greek
Pythios,m,Greek Mythology
Pàdraig,m,Scottish
Pàl,m,Scottish
Pàula,f,Sardinian
Pàulu,m,Sardinian
Pádraic,m,Irish
Pádraig,m,Irish
Pádraigín,f,Irish
Pál,m,Hungarian
Pála,f,Icelandic
Páll,m,"Faroese, Icelandic"
Pánfilo,m,Spanish
Päivi,f,Finnish
Päivä,f,Finnish
Pål,m,"Norwegian, Swedish"
Pæga,m,Anglo-Saxon
Pèire,m,Occitan
Pénélope,f,French
Pépin,m,History
Péter,m,Hungarian
Pétronille,f,French
Pétur,m,Icelandic
Pëllumb,m,Albanian
Përparim,m,Albanian
Pía,f,Spanish
Pío,m,Spanish
Pòl,m,Scottish
Pól,m,Irish
Pāvils,m,Latvian
Přemek,m,Czech
Přemysl,m,Czech
Qadir,m,Arabic
Qamar,"m, f",Arabic
Qasim,m,"Arabic, Urdu"
Qiana,f,African American (Modern)
Qiang,m,Chinese
Qillaq,m,"Greenlandic, Native American"
Qing,"m, f",Chinese
Qismat,m,Arabic
Qiu,"m, f",Chinese
Quanah,m,"Comanche, Native American"
Quang,m,Vietnamese
Quanna,f,African American (Rare)
Queen,f,English
Queenie,f,English
Quentin,m,"English, French"
Queralt,f,Catalan
Quetzalcoatl,m,Aztec and Toltec Mythology
Quiana,f,African American (Modern)
Quianna,f,African American (Rare)
Quidel,m,"Mapuche, Native American"
Quim,m,"Catalan, Portuguese"
Quin,m,English (Rare)
Quincey,m,English (Rare)
Quincy,m,English
Quinlan,m,English (Rare)
Quinn,"m, f","English, Irish"
Quintella,f,English (Rare)
Quinten,m,"Dutch, English"
Quintilian,m,History
Quintilianus,m,Ancient Roman
Quintillus,m,Ancient Roman
Quintin,m,English
Quintina,f,Ancient Roman
Quintinus,m,Ancient Roman
Quinton,m,English
Quintus,m,Ancient Roman
Quique,m,Spanish
Quirijn,m,Dutch
Quirin,m,German
Quirina,f,Late Roman
Quirino,m,"Italian, Portuguese, Spanish"
Quirinus,m,"Late Roman, Roman Mythology"
Qusay,m,Arabic
Quyền,m,Vietnamese
Quân,m,Vietnamese
Quý,"m, f",Vietnamese
Ra'd,m,Arabic
Ra,m,Egyptian Mythology
Raabi'a,f,Arabic
Raakel,f,Finnish
Raanan,m,Hebrew
Rab,m,Scottish
Rabab,f,Arabic
Raban,m,Ancient Germanic
Rabbie,m,Scottish
Rabi'a,f,Arabic
Rabi,m,"Arabic, Bengali"
Rabindra,m,Bengali
Rabi̇a,f,Turkish
Rachael,f,English
Rachana,f,"Gujarati, Hindi, Indian, Marathi, Nepali"
Racheal,f,English
Rachel,f,"Biblical, Biblical Greek, Biblical Hebrew, Biblical Latin, Dutch, English, French, German, Hebrew"
Rachele,f,Italian
Rachelle,f,English
Rachna,f,"Hindi, Indian, Marathi"
Rachyl,f,English (Rare)
Racquel,f,English
Racław,m,Polish
Rada,f,"Bulgarian, Macedonian, Russian, Serbian"
Radana,f,"Czech, Slovene"
Radboud,m,Dutch
Radcliff,m,English (Rare)
Radclyffe,m,English (Rare)
Rade,m,"Croatian, Serbian"
Radek,m,"Czech, Polish"
Radha,"m, f","Hindi, Hinduism, Indian, Kannada, Marathi, Tamil, Telugu"
Radhika,f,"Gujarati, Hindi, Hinduism, Indian, Kannada, Malayalam, Marathi, Tamil, Telugu"
Radim,m,Czech
Radimir,m,Russian
Radka,f,"Bulgarian, Czech"
Radko,m,"Bulgarian, Czech"
Radmila,f,"Croatian, Czech, Serbian"
Radmilo,m,Serbian
Radobod,m,Ancient Germanic
Radomil,m,"Czech, Medieval Slavic"
Radomila,f,Czech
Radomir,m,"Bulgarian, Medieval Slavic, Serbian"
Radomira,f,Serbian
Radomił,m,Polish (Rare)
Radomiła,f,Polish (Rare)
Radomír,m,Czech
Radomíra,f,Czech
Radoslav,m,"Bulgarian, Croatian, Czech, Macedonian, Medieval Slavic, Serbian"
Radoslava,f,"Bulgarian, Croatian, Czech, Macedonian, Medieval Slavic, Serbian"
Radosław,m,Polish
Radosława,f,Polish
Radovan,m,"Croatian, Czech, Medieval Slavic, Serbian, Slovak"
Radoš,m,Czech
Radu,m,Romanian
Radulf,m,Ancient Germanic
Radzim,m,Polish (Rare)
Radzimierz,m,Polish (Rare)
Radúz,m,Czech (Rare)
Rae,f,English
Raeburn,m,English (Rare)
Raelene,f,English (Rare)
Raelyn,f,English (Rare)
Raf,m,Dutch
Rafa'el,m,Biblical Hebrew
Rafa,m,Spanish
Rafael,m,"German, Hungarian, Macedonian, Portuguese, Slovene, Spanish"
Rafaela,f,"Macedonian, Portuguese, Spanish"
Rafaël,m,Dutch
Rafał,m,Polish
Rafe,m,English
Raffael,m,German
Raffaela,f,German
Raffaele,m,Italian
Raffaella,f,Italian
Raffaello,m,Italian
Rafferty,m,English
Rafinha,m,Portuguese
Rafiq,m,"Arabic, Urdu"
Rafiqa,f,Arabic
Raganhar,m,Ancient Germanic
Raganhildis,f,Ancient Germanic
Ragemprand,m,Ancient Germanic
Raghnaid,f,Scottish
Raghnailt,f,Irish
Raghnall,m,"Irish, Scottish"
Raghu,m,"Hinduism, Indian, Kannada, Malayalam, Telugu"
Raginald,m,Ancient Germanic
Raginhard,m,Ancient Germanic
Raginmar,m,Ancient Germanic
Raginmund,m,Ancient Germanic
Ragna,f,"Ancient Scandinavian, Danish, Icelandic, Norwegian, Swedish"
Ragnar,m,"Danish, Norwegian, Swedish"
Ragnarr,m,Ancient Scandinavian
Ragnbjörg,f,Ancient Scandinavian
Ragnfríðr,f,Ancient Scandinavian
Ragnheiðr,f,Ancient Scandinavian
Ragnheiður,f,Icelandic
Ragnhild,f,"Danish, Norwegian, Swedish"
Ragnhildr,f,Ancient Scandinavian
Ragnhildur,f,Icelandic
Ragnvald,m,"Danish, Norwegian, Swedish"
Ragnvaldr,m,Ancient Scandinavian
Raguel,m,Judeo-Christian Legend
Rahab,f,Biblical
Raharjo,m,"Indonesian, Javanese"
Rahat,"m, f",Arabic
Raheem,m,Arabic
Rahel,f,Biblical Latin
Rahela,f,"Romanian, Serbian"
Rahim,m,Arabic
Rahman,m,"Arabic, Indonesian, Malay, Persian"
Rahmi̇,m,Turkish
Rahul,m,"Assamese, Bengali, Gujarati, Hindi, Indian, Kannada, Malayalam, Marathi, Odia, Punjabi, Tamil, Telugu"
Raibeart,m,Scottish
Raiden,m,Far Eastern Mythology
Raijin,m,Far Eastern Mythology
Raimo,m,Finnish
Raimonda,f,Italian
Raimondas,m,Lithuanian
Raimondo,m,Italian
Raimonds,m,Latvian
Raimund,m,"Ancient Germanic, German"
Raimunde,f,German (Rare)
Raimundo,m,"Portuguese, Spanish"
Rain,m,Estonian
Rain,"m, f",English (Rare)
Raina,f,Bulgarian
Rainard,m,Ancient Germanic
Rainbow,f,English (Rare)
Raine,"m, f",English (Rare)
Rainer,m,"Ancient Germanic, German"
Rainerio,m,Spanish
Rainier,m,French (Rare)
Rais,m,Arabic
Raisa,f,"Arabic, Russian, Yiddish"
Raisel,f,Yiddish
Raj,m,"Bengali, Gujarati, Hindi, Indian, Kannada, Malayalam, Marathi, Nepali, Punjabi, Tamil, Telugu"
Raja,f,Arabic
Raja,m,"Hindi, Indian, Indonesian, Kannada, Malayalam, Marathi, Tamil, Telugu, Urdu"
Rajab,m,Arabic
Rajani,f,"Hindi, Hinduism, Indian, Kannada, Marathi, Nepali, Telugu"
Rajeev,m,"Hindi, Indian, Malayalam, Marathi, Nepali, Tamil"
Rajender,m,"Hindi, Indian"
Rajendra,m,"Gujarati, Hindi, Indian, Marathi, Nepali, Telugu"
Rajesh,m,"Bengali, Gujarati, Hindi, Indian, Kannada, Malayalam, Marathi, Nepali, Punjabi, Tamil, Telugu"
Rajib,m,Bengali
Rajinder,"m, f",Indian (Sikh)
Rajiv,m,"Hindi, Indian, Malayalam, Marathi, Nepali, Tamil"
Rajiya,f,Arabic
Rajko,m,Croatian
Rajkumari,f,"Hindi, Indian"
Rajmund,m,"Hungarian, Polish, Slovene"
Rajneesh,m,"Hindi, Indian"
Rajni,f,"Hindi, Indian"
Rajnish,m,"Hindi, Indian"
Raju,m,"Hindi, Indian, Malayalam, Nepali, Tamil, Telugu"
Rajya,f,Arabic
Rakel,f,"Danish, Icelandic, Norwegian, Swedish"
Rakesh,m,"Gujarati, Hindi, Indian, Kannada, Malayalam, Marathi, Punjabi, Tamil, Telugu"
Rakhi,f,"Hindi, Indian"
Raleigh,m,English
Ralf,m,"Danish, English (Rare), German, Norwegian, Swedish"
Ralph,m,"Danish, English, German, Norwegian, Swedish"
Ralphie,m,English
Raluca,f,Romanian
Ram,m,"Bengali, Biblical, Hindi, Indian, Kannada, Malayalam, Marathi, Nepali, Tamil, Telugu"
Rama,f,Hinduism
Rama,m,"Hinduism, Indian, Kannada, Malayalam, Tamil, Telugu"
Ramachandra,m,"Hinduism, Indian, Kannada, Telugu"
Ramadan,m,Arabic
Ramakrishna,m,"Indian, Kannada, Telugu"
Ramaz,m,Georgian
Ramazan,m,Turkish
Ramazi,m,Georgian
Rambert,m,Ancient Germanic
Rameses,m,Ancient Egyptian (Hellenized)
Ramesh,m,"Gujarati, Hindi, Indian, Kannada, Malayalam, Marathi, Nepali, Tamil, Telugu"
Ramesha,m,Hinduism
Rameshvara,m,Hinduism
Rameshwar,m,"Hindi, Indian"
Ramesses,m,Ancient Egyptian (Hellenized)
Ramessu,m,Ancient Egyptian
Ramiro,m,"Portuguese, Spanish"
Ramirus,m,Ancient Germanic (Latinized)
Ramla,f,Arabic
Ramlah,f,Arabic
Ramon,m,Catalan
Ramona,f,"English, Romanian, Spanish"
Ramsay,m,Scottish
Ramses,m,Ancient Egyptian (Hellenized)
Ramsey,m,English
Ramón,m,Spanish
Ramūnas,m,Lithuanian
Ran,f,Japanese
Rana,f,Arabic
Rana,m,"Bengali, Punjabi, Urdu"
Ranald,m,Scottish
Randa,f,Arabic
Randal,m,English
Randall,m,English
Randel,m,Medieval English
Randell,m,English
Randi,f,"Danish, English, Norwegian, Swedish"
Randolf,m,English
Randolph,m,English
Randulf,m,Ancient Germanic
Randy,"m, f",English
Randúlfr,m,Ancient Scandinavian
Rangi,m,"Maori, Polynesian Mythology"
Rani,f,"Hebrew, Hindi, Indian, Marathi, Telugu"
Raniero,m,Italian
Raniya,f,Arabic
Ranj,m,"Hindi (Anglicized), Indian"
Ranjeet,m,"Bengali, Hindi, Indian, Marathi"
Ranjit,m,"Bengali, Hindi, Indian, Marathi"
Ranka,f,Croatian
Ranko,m,"Croatian, Serbian"
Ransu,m,Finnish (Rare)
Ranulf,m,Scottish
Ranulph,m,Scottish
Ranya,f,Arabic
Raoul,m,"French, Italian"
Raphael,m,"Biblical, Biblical Greek, Biblical Latin, English, German"
Raphaela,f,German
Raphaël,m,French
Raphaëlle,f,French
Raquel,f,"English, Portuguese, Spanish"
Rasa,f,Lithuanian
Raschelle,f,English (Rare)
Rasel,m,Bengali
Rasha,f,Arabic
Rashad,m,"Arabic, Azerbaijani"
Rashaun,m,African American (Rare)
Rashawn,m,African American (Modern)
Rashed,m,Arabic
Rasheed,m,Arabic
Rashid,m,Arabic
Rashida,f,Arabic
Rashmi,"m, f","Hindi, Indian, Kannada, Marathi, Tamil, Telugu"
Rashn,m,Persian Mythology
Rashnu,m,Persian Mythology
Rasim,m,Arabic
Rasima,f,Arabic
Rasi̇m,m,"Azerbaijani, Turkish"
Rasmus,m,"Danish, Norwegian, Swedish"
Rastus,m,English (Rare)
Rasul,m,Arabic
Ratan,m,"Bengali, Hindi, Indian, Marathi"
Rathna,"m, f",Tamil
Rathnait,f,Irish
Rati,f,"Hindi, Hinduism, Indian"
Ratimir,m,"Croatian, Medieval Slavic"
Ratko,m,"Croatian, Serbian"
Ratna,"m, f","Hindi, Indian, Indonesian, Nepali, Telugu"
Ratnam,"m, f","Indian, Telugu"
Ratomir,m,Serbian
Ratree,f,Thai
Ratu,f,Indonesian
Rauf,m,Arabic
Rauha,f,Finnish
Raul,m,"Italian, Portuguese"
Rava,f,Esperanto
Raven,"m, f",English
Ravenna,f,English (Rare)
Ravi,m,"Bengali, Gujarati, Hindi, Hinduism, Indian, Kannada, Marathi, Nepali, Odia, Tamil, Telugu"
Ravid,"m, f",Hebrew
Ravil,m,Tatar
Ravinder,"m, f",Indian (Sikh)
Ravindra,m,"Hindi, Hinduism, Indian, Kannada, Marathi, Telugu"
Rawiya,f,Arabic
Rawya,f,Arabic
Ray,m,English
Raya,f,"Bulgarian, Russian"
Rayan,"m, f",Arabic
Rayen,f,"Mapuche, Native American, Spanish (Latin American)"
Rayhana,f,Arabic
Rayko,m,Bulgarian
Raylene,f,English (Rare)
Raymond,m,"English, French"
Raymonde,f,French
Raymund,m,English (Rare)
Raymundo,m,"Portuguese (Brazilian), Spanish"
Rayna,f,"Bulgarian, Yiddish"
Raynard,m,English
Rayner,m,English (Archaic)
Rayno,m,Bulgarian
Rayyan,"m, f",Arabic
Raz,"m, f",Hebrew
Raza,m,Arabic
Raziela,f,Hebrew
Raúl,m,Spanish
Re,m,Egyptian Mythology
Read,m,English (Rare)
Reagan,"m, f","English, Irish"
Reanna,f,English (Modern)
Reannon,f,English (Rare)
Rearden,m,Irish
Reba,f,English
Rebeca,f,"Portuguese, Spanish"
Rebecca,f,"Biblical, Biblical Latin, English, Italian, Swedish"
Rebeccah,f,English (Rare)
Rebeccanne,f,English (Rare)
Rebecka,f,Swedish
Rebeckah,f,English (Rare)
Rebeka,f,Hungarian
Rebekah,f,"Biblical, English"
Rebekka,f,"Biblical Greek, Danish, Dutch, Faroese, Finnish, German, Icelandic, Norwegian"
Recep,m,Turkish
Red,m,English
Redd,m,English (Rare)
Redmond,m,Irish
Redmund,m,Irish
Reece,m,Welsh
Reed,m,English
Reem,f,Arabic
Reena,f,"Hindi, Indian, Marathi"
Reene,f,English (Rare)
Reenie,f,English (Rare)
Rees,m,Welsh
Reese,m,Welsh
Reeta,f,Finnish
Reetta,f,Finnish
Refilwe,"m, f","Southern African, Tswana"
Refi̇k,m,Turkish
Reg,m,English
Regan,f,English
Regana,f,English (Rare)
Regena,f,English
Reggie,m,English
Regin,m,Ancient Germanic
Regina,f,"Czech, Danish, English, German, Hungarian, Italian, Late Roman, Lithuanian, Norwegian, Polish, Portuguese, Spanish, Swedish"
Reginald,m,English
Regine,f,"German, Norwegian"
Regula,f,"German (Swiss), Late Roman"
Regulus,m,Ancient Roman
Rehav'am,m,Biblical Hebrew
Rehoboam,m,Biblical
Rei,f,Japanese
Reid,m,English
